Country,Country_label,INDUSTRY,STAGE,Sum_of_deals,Year
FRA,France,Business processes and support services,VC,171.41795949999997,2020
FRA,France,Business processes and support services,VC,520.91851,2021
FRA,France,Business processes and support services,VC,761.978714,2022
FRA,France,Business processes and support services,VC,226.38504700000001,2023
FRA,France,Business processes and support services,VC,203.2921895,2024
FRA,France,Business processes and support services,VC,144.854939,2025
ESP,Spain,Business processes and support services,VC,0.11,2012
ESP,Spain,Business processes and support services,VC,8.645614,2013
ESP,Spain,Business processes and support services,VC,16.892498,2014
ESP,Spain,Business processes and support services,VC,41.768453,2015
ESP,Spain,Business processes and support services,VC,47.196495,2016
ESP,Spain,Business processes and support services,VC,36.6618345,2017
ESP,Spain,Business processes and support services,VC,46.145123999999996,2018
ESP,Spain,Business processes and support services,VC,82.86592049999999,2019
ESP,Spain,Business processes and support services,VC,116.133352,2020
ESP,Spain,Business processes and support services,VC,627.0563615,2021
ESP,Spain,Business processes and support services,VC,682.715458,2022
ESP,Spain,Business processes and support services,VC,23.870451,2023
ESP,Spain,Business processes and support services,VC,10.011727,2024
ESP,Spain,Business processes and support services,VC,151.897986,2025
NLD,Netherlands,Business processes and support services,VC,3.55,2013
NLD,Netherlands,Business processes and support services,VC,0.107672,2014
NLD,Netherlands,Business processes and support services,VC,0.511055,2015
NLD,Netherlands,Business processes and support services,VC,29.548991,2016
NLD,Netherlands,Business processes and support services,VC,33.654025,2017
NLD,Netherlands,Business processes and support services,VC,22.955086,2018
NLD,Netherlands,Business processes and support services,VC,52.5499815,2019
NLD,Netherlands,Business processes and support services,VC,5.274465,2020
NLD,Netherlands,Business processes and support services,VC,85.06687799999999,2021
NLD,Netherlands,Business processes and support services,VC,128.229623,2022
NLD,Netherlands,Business processes and support services,VC,38.648221,2023
NLD,Netherlands,Business processes and support services,VC,235.62629099999998,2024
NLD,Netherlands,Business processes and support services,VC,319.692835,2025
CHE,Switzerland,Business processes and support services,VC,15.043762,2013
CHE,Switzerland,Business processes and support services,VC,22.0048545,2014
CHE,Switzerland,Business processes and support services,VC,9.053271,2016
CHE,Switzerland,Business processes and support services,VC,66.86292900000001,2017
CHE,Switzerland,Business processes and support services,VC,18.063114,2018
CHE,Switzerland,Business processes and support services,VC,31.2464035,2019
CHE,Switzerland,Business processes and support services,VC,26.092663,2020
CHE,Switzerland,Business processes and support services,VC,82.955289,2021
CHE,Switzerland,Business processes and support services,VC,426.76828700000004,2022
CHE,Switzerland,Business processes and support services,VC,29.9033795,2023
CHE,Switzerland,Business processes and support services,VC,47.345975,2024
CHE,Switzerland,Business processes and support services,VC,23.7984765,2025
BEL,Belgium,Business processes and support services,VC,1.369677,2012
BEL,Belgium,Business processes and support services,VC,0.243159,2013
BEL,Belgium,Business processes and support services,VC,1.87,2014
BEL,Belgium,Business processes and support services,VC,17.193724,2015
BEL,Belgium,Business processes and support services,VC,30.934644,2017
BEL,Belgium,Business processes and support services,VC,51.193208000000006,2018
BEL,Belgium,Business processes and support services,VC,100.396732,2019
BEL,Belgium,Business processes and support services,VC,121.871545,2020
BEL,Belgium,Business processes and support services,VC,267.5152965,2021
BEL,Belgium,Business processes and support services,VC,22.188896,2022
BEL,Belgium,Business processes and support services,VC,16.797297,2023
BEL,Belgium,Business processes and support services,VC,55.048887,2024
BEL,Belgium,Business processes and support services,VC,36.424391,2025
SWE,Sweden,Business processes and support services,VC,1.154157,2012
SWE,Sweden,Business processes and support services,VC,6.607374,2013
SWE,Sweden,Business processes and support services,VC,4.633127,2014
SWE,Sweden,Business processes and support services,VC,0.404968,2015
SWE,Sweden,Business processes and support services,VC,5.192226,2016
SWE,Sweden,Business processes and support services,VC,0.930429,2017
SWE,Sweden,Business processes and support services,VC,5.354802,2018
SWE,Sweden,Business processes and support services,VC,3.5541500000000004,2019
SWE,Sweden,Business processes and support services,VC,13.42338,2020
SWE,Sweden,Business processes and support services,VC,49.688592,2021
SWE,Sweden,Business processes and support services,VC,73.80371600000001,2022
SWE,Sweden,Business processes and support services,VC,12.949819,2023
SWE,Sweden,Business processes and support services,VC,105.790937,2024
SWE,Sweden,Business processes and support services,VC,105.541981,2025
LTU,Lithuania,Business processes and support services,VC,1.192428,2021
LTU,Lithuania,Business processes and support services,VC,0.717705,2022
LTU,Lithuania,Business processes and support services,VC,1.252555,2023
LTU,Lithuania,Business processes and support services,VC,301.296124,2024
NOR,Norway,Business processes and support services,VC,2.9352655,2013
NOR,Norway,Business processes and support services,VC,0.1,2014
NOR,Norway,Business processes and support services,VC,4.8,2016
NOR,Norway,Business processes and support services,VC,11.5,2018
NOR,Norway,Business processes and support services,VC,78.6,2020
NOR,Norway,Business processes and support services,VC,185.435058,2021
NOR,Norway,Business processes and support services,VC,4.98653,2023
NOR,Norway,Business processes and support services,VC,2.053945,2024
DNK,Denmark,Business processes and support services,VC,0.02,2014
DNK,Denmark,Business processes and support services,VC,2.947116,2015
DNK,Denmark,Business processes and support services,VC,4.416827,2016
DNK,Denmark,Business processes and support services,VC,9.941903,2017
DNK,Denmark,Business processes and support services,VC,25.203489,2018
DNK,Denmark,Business processes and support services,VC,45,2019
DNK,Denmark,Business processes and support services,VC,5.629158,2020
DNK,Denmark,Business processes and support services,VC,68.789784,2021
DNK,Denmark,Business processes and support services,VC,29.454812,2022
DNK,Denmark,Business processes and support services,VC,13.363132,2023
DNK,Denmark,Business processes and support services,VC,9.792828,2024
DNK,Denmark,Business processes and support services,VC,33.872314,2025
FIN,Finland,Business processes and support services,VC,5.75,2012
FIN,Finland,Business processes and support services,VC,8,2013
FIN,Finland,Business processes and support services,VC,0.58,2014
FIN,Finland,Business processes and support services,VC,36.37257,2015
FIN,Finland,Business processes and support services,VC,0.5922835,2016
FIN,Finland,Business processes and support services,VC,1.045647,2017
FIN,Finland,Business processes and support services,VC,9.315498999999999,2018
FIN,Finland,Business processes and support services,VC,5.328285,2019
FIN,Finland,Business processes and support services,VC,0.665025,2020
FIN,Finland,Business processes and support services,VC,23.01555,2021
FIN,Finland,Business processes and support services,VC,60.8090425,2022
FIN,Finland,Business processes and support services,VC,4.170248,2023
FIN,Finland,Business processes and support services,VC,16.730554,2024
FIN,Finland,Business processes and support services,VC,7.407674500000001,2025
IRL,Ireland,Business processes and support services,VC,1.1,2012
IRL,Ireland,Business processes and support services,VC,2.002445,2013
IRL,Ireland,Business processes and support services,VC,2.778282,2016
IRL,Ireland,Business processes and support services,VC,7.571672,2018
IRL,Ireland,Business processes and support services,VC,9.00352,2020
IRL,Ireland,Business processes and support services,VC,67.495272,2021
IRL,Ireland,Business processes and support services,VC,19.267174,2022
IRL,Ireland,Business processes and support services,VC,22.262218,2023
IRL,Ireland,Business processes and support services,VC,33.656671,2024
IRL,Ireland,Business processes and support services,VC,6.362446,2025
ITA,Italy,Business processes and support services,VC,0.169903,2013
ITA,Italy,Business processes and support services,VC,1.121407,2015
ITA,Italy,Business processes and support services,VC,2.954627,2017
ITA,Italy,Business processes and support services,VC,8.270061,2018
ITA,Italy,Business processes and support services,VC,19.048396,2020
ITA,Italy,Business processes and support services,VC,29.523047000000002,2022
ITA,Italy,Business processes and support services,VC,10.449085,2023
ITA,Italy,Business processes and support services,VC,30.882126,2024
ITA,Italy,Business processes and support services,VC,58.444835,2025
AUT,Austria,Business processes and support services,VC,1.4065370000000001,2016
AUT,Austria,Business processes and support services,VC,1.090411,2017
AUT,Austria,Business processes and support services,VC,2.384341,2018
AUT,Austria,Business processes and support services,VC,1.223349,2020
AUT,Austria,Business processes and support services,VC,31.252003000000002,2021
AUT,Austria,Business processes and support services,VC,8.058829,2022
AUT,Austria,Business processes and support services,VC,21.679958,2023
AUT,Austria,Business processes and support services,VC,40.159994999999995,2024
AUT,Austria,Business processes and support services,VC,30.732215500000002,2025
EST,Estonia,Business processes and support services,VC,0.350749,2014
EST,Estonia,Business processes and support services,VC,0.592426,2015
EST,Estonia,Business processes and support services,VC,3,2016
EST,Estonia,Business processes and support services,VC,4,2017
EST,Estonia,Business processes and support services,VC,2.3,2018
EST,Estonia,Business processes and support services,VC,6.713189,2021
EST,Estonia,Business processes and support services,VC,63.247567000000004,2022
EST,Estonia,Business processes and support services,VC,7.319933,2023
EST,Estonia,Business processes and support services,VC,26.761325,2024
EST,Estonia,Business processes and support services,VC,1.07991,2025
PRT,Portugal,Business processes and support services,VC,0.38851,2016
PRT,Portugal,Business processes and support services,VC,0.418214,2017
PRT,Portugal,Business processes and support services,VC,3.6757925,2018
PRT,Portugal,Business processes and support services,VC,3.966341,2019
PRT,Portugal,Business processes and support services,VC,0.421463,2020
PRT,Portugal,Business processes and support services,VC,2.94442,2021
PRT,Portugal,Business processes and support services,VC,1.127605,2022
PRT,Portugal,Business processes and support services,VC,11.154898,2023
PRT,Portugal,Business processes and support services,VC,10.955529,2025
TUR,Türkiye,Business processes and support services,VC,0,2016
TUR,Türkiye,Business processes and support services,VC,1,2019
TUR,Türkiye,Business processes and support services,VC,2.224841,2021
TUR,Türkiye,Business processes and support services,VC,1.7,2022
TUR,Türkiye,Business processes and support services,VC,17.822753,2023
TUR,Türkiye,Business processes and support services,VC,1.1,2024
RUS,Russia,Business processes and support services,VC,0.25,2014
RUS,Russia,Business processes and support services,VC,0.08,2016
RUS,Russia,Business processes and support services,VC,2.6905710000000003,2017
RUS,Russia,Business processes and support services,VC,4.639308,2018
RUS,Russia,Business processes and support services,VC,3.9990035,2019
RUS,Russia,Business processes and support services,VC,4.6774854999999995,2020
RUS,Russia,Business processes and support services,VC,6.040112,2021
RUS,Russia,Business processes and support services,VC,0,2024
CZE,Czech Republic,Business processes and support services,VC,1.3,2016
CZE,Czech Republic,Business processes and support services,VC,3.926659,2019
CZE,Czech Republic,Business processes and support services,VC,7.130929999999999,2021
CZE,Czech Republic,Business processes and support services,VC,2.464467,2024
CZE,Czech Republic,Business processes and support services,VC,1.813346,2025
POL,Poland,Business processes and support services,VC,2.7,2018
POL,Poland,Business processes and support services,VC,3.410333,2019
POL,Poland,Business processes and support services,VC,1.686667,2021
POL,Poland,Business processes and support services,VC,1.139802,2022
POL,Poland,Business processes and support services,VC,1.6845150000000002,2023
POL,Poland,Business processes and support services,VC,1.2,2024
POL,Poland,Business processes and support services,VC,3.761678,2025
BGR,Bulgaria,Business processes and support services,VC,2.671488,2023
BGR,Bulgaria,Business processes and support services,VC,6.383485,2024
BGR,Bulgaria,Business processes and support services,VC,2.181257,2025
HRV,Croatia,Business processes and support services,VC,0.04,2015
HRV,Croatia,Business processes and support services,VC,0.5,2016
HRV,Croatia,Business processes and support services,VC,3,2020
HRV,Croatia,Business processes and support services,VC,2.869843,2022
HRV,Croatia,Business processes and support services,VC,1.5,2023
HUN,Hungary,Business processes and support services,VC,0,2015
HUN,Hungary,Business processes and support services,VC,1.7661609999999999,2016
HUN,Hungary,Business processes and support services,VC,0.643364,2017
HUN,Hungary,Business processes and support services,VC,0.411713,2018
HUN,Hungary,Business processes and support services,VC,0.460328,2023
HUN,Hungary,Business processes and support services,VC,0.812535,2024
HUN,Hungary,Business processes and support services,VC,3.223186,2025
ROU,Romania,Business processes and support services,VC,0.215775,2019
ROU,Romania,Business processes and support services,VC,0.7156275000000001,2020
ROU,Romania,Business processes and support services,VC,1.793652,2021
ROU,Romania,Business processes and support services,VC,1.082764,2024
ROU,Romania,Business processes and support services,VC,2.472239,2025
GRC,Greece,Business processes and support services,VC,0.225198,2017
GRC,Greece,Business processes and support services,VC,1.336214,2020
LUX,Luxembourg,Business processes and support services,VC,1.214625,2021
UKR,Ukraine,Business processes and support services,VC,0.15,2018
UKR,Ukraine,Business processes and support services,VC,1,2023
