Country,Country_label,INDUSTRY,STAGE,Sum_of_deals,Year
ISL,Iceland,Media, social platforms and marketing,VC,12,2020
ISL,Iceland,Media, social platforms and marketing,VC,2.374475,2021
ISL,Iceland,Media, social platforms and marketing,VC,7.607493,2023
ISL,Iceland,Media, social platforms and marketing,VC,4.64426,2024
PRT,Portugal,Media, social platforms and marketing,VC,1,2014
PRT,Portugal,Media, social platforms and marketing,VC,0.417567,2016
PRT,Portugal,Media, social platforms and marketing,VC,2.239585,2020
PRT,Portugal,Media, social platforms and marketing,VC,10.055528,2022
PRT,Portugal,Media, social platforms and marketing,VC,4.549798,2023
PRT,Portugal,Media, social platforms and marketing,VC,3.791507,2024
PRT,Portugal,Media, social platforms and marketing,VC,8.226291,2025
LUX,Luxembourg,Media, social platforms and marketing,VC,5.291871,2013
LUX,Luxembourg,Media, social platforms and marketing,VC,1.017554,2014
LUX,Luxembourg,Media, social platforms and marketing,VC,0.684014,2016
LUX,Luxembourg,Media, social platforms and marketing,VC,8.837297,2017
LUX,Luxembourg,Media, social platforms and marketing,VC,1.33075,2020
LUX,Luxembourg,Media, social platforms and marketing,VC,1.230027,2022
LUX,Luxembourg,Media, social platforms and marketing,VC,0.052937,2023
LUX,Luxembourg,Media, social platforms and marketing,VC,7.844247,2024
HRV,Croatia,Media, social platforms and marketing,VC,5.51548,2021
HRV,Croatia,Media, social platforms and marketing,VC,5.410415,2022
HRV,Croatia,Media, social platforms and marketing,VC,10.850885,2024
HRV,Croatia,Media, social platforms and marketing,VC,1.889159,2025
MLT,Malta,Media, social platforms and marketing,VC,3,2018
MLT,Malta,Media, social platforms and marketing,VC,7.950162000000001,2021
MLT,Malta,Media, social platforms and marketing,VC,0,2022
MLT,Malta,Media, social platforms and marketing,VC,12.7,2024
EST,Estonia,Media, social platforms and marketing,VC,0.12,2018
EST,Estonia,Media, social platforms and marketing,VC,0.825519,2019
EST,Estonia,Media, social platforms and marketing,VC,0.601301,2020
EST,Estonia,Media, social platforms and marketing,VC,5.05,2021
EST,Estonia,Media, social platforms and marketing,VC,3.27395,2022
EST,Estonia,Media, social platforms and marketing,VC,1.697362,2023
EST,Estonia,Media, social platforms and marketing,VC,1.258404,2024
EST,Estonia,Media, social platforms and marketing,VC,9.568004,2025
AUT,Austria,Media, social platforms and marketing,VC,1.092805,2017
AUT,Austria,Media, social platforms and marketing,VC,0.171379,2021
AUT,Austria,Media, social platforms and marketing,VC,7.674157999999999,2022
AUT,Austria,Media, social platforms and marketing,VC,2.663262,2023
AUT,Austria,Media, social platforms and marketing,VC,7.568817999999999,2024
AUT,Austria,Media, social platforms and marketing,VC,1.022329,2025
CZE,Czech Republic,Media, social platforms and marketing,VC,0.25,2016
CZE,Czech Republic,Media, social platforms and marketing,VC,0.13,2018
CZE,Czech Republic,Media, social platforms and marketing,VC,0.456391,2021
CZE,Czech Republic,Media, social platforms and marketing,VC,4.5,2022
CZE,Czech Republic,Media, social platforms and marketing,VC,2.1088370000000003,2023
CZE,Czech Republic,Media, social platforms and marketing,VC,8.795449,2024
CZE,Czech Republic,Media, social platforms and marketing,VC,1.294476,2025
RUS,Russia,Media, social platforms and marketing,VC,16,2012
RUS,Russia,Media, social platforms and marketing,VC,0.04,2019
RUS,Russia,Media, social platforms and marketing,VC,0.122377,2020
LTU,Lithuania,Media, social platforms and marketing,VC,0.232126,2013
LTU,Lithuania,Media, social platforms and marketing,VC,0,2014
LTU,Lithuania,Media, social platforms and marketing,VC,2.246134,2017
LTU,Lithuania,Media, social platforms and marketing,VC,9.5,2021
LTU,Lithuania,Media, social platforms and marketing,VC,0.525395,2023
LTU,Lithuania,Media, social platforms and marketing,VC,0.75,2024
HUN,Hungary,Media, social platforms and marketing,VC,0.413532,2017
HUN,Hungary,Media, social platforms and marketing,VC,0.285789,2018
HUN,Hungary,Media, social platforms and marketing,VC,3.673609,2023
HUN,Hungary,Media, social platforms and marketing,VC,6.978432,2025
TUR,Türkiye,Media, social platforms and marketing,VC,3.8,2014
TUR,Türkiye,Media, social platforms and marketing,VC,1.12,2015
TUR,Türkiye,Media, social platforms and marketing,VC,0.72,2021
TUR,Türkiye,Media, social platforms and marketing,VC,1.92611,2023
TUR,Türkiye,Media, social platforms and marketing,VC,3.75,2025
GIB,Gibraltar,Media, social platforms and marketing,VC,7,2024
SVN,Slovenia,Media, social platforms and marketing,VC,0.465373,2021
SVN,Slovenia,Media, social platforms and marketing,VC,6,2022
BLR,Belarus,Media, social platforms and marketing,VC,0,2019
BLR,Belarus,Media, social platforms and marketing,VC,1.5,2020
BLR,Belarus,Media, social platforms and marketing,VC,2.4,2021
BGR,Bulgaria,Media, social platforms and marketing,VC,0.626725,2023
BGR,Bulgaria,Media, social platforms and marketing,VC,1.5,2024
CYP,Cyprus,Media, social platforms and marketing,VC,0.6,2014
CYP,Cyprus,Media, social platforms and marketing,VC,1.082216,2024
UKR,Ukraine,Media, social platforms and marketing,VC,0.057391,2019
UKR,Ukraine,Media, social platforms and marketing,VC,0.5,2023
UKR,Ukraine,Media, social platforms and marketing,VC,1.1,2024
SVK,Slovak Republic,Media, social platforms and marketing,VC,0,2016
