Country,Country_label,INDUSTRY,STAGE,Sum_of_deals,Year
EST,Estonia,Other,VC,10.819247,2024
EST,Estonia,Other,VC,8.765904,2025
SVK,Slovak Republic,Other,VC,0.599132,2016
SVK,Slovak Republic,Other,VC,10.520824999999999,2017
SVK,Slovak Republic,Other,VC,31.113604000000002,2019
HRV,Croatia,Other,VC,0.77,2018
HRV,Croatia,Other,VC,3.048014,2019
HRV,Croatia,Other,VC,31,2021
HRV,Croatia,Other,VC,0,2024
LUX,Luxembourg,Other,VC,0.132192,2012
LUX,Luxembourg,Other,VC,4.129002,2013
LUX,Luxembourg,Other,VC,0.410206,2015
LUX,Luxembourg,Other,VC,1.181038,2016
LUX,Luxembourg,Other,VC,6.410374000000001,2017
LUX,Luxembourg,Other,VC,0.661567,2018
LUX,Luxembourg,Other,VC,4.2562245,2019
LUX,Luxembourg,Other,VC,7.001955000000001,2020
LUX,Luxembourg,Other,VC,2.64015,2021
LUX,Luxembourg,Other,VC,0.548258,2022
LUX,Luxembourg,Other,VC,0,2023
LUX,Luxembourg,Other,VC,3.1920450000000002,2024
LUX,Luxembourg,Other,VC,2.205448,2025
SVN,Slovenia,Other,VC,0,2012
SVN,Slovenia,Other,VC,1.111237,2016
SVN,Slovenia,Other,VC,0,2017
SVN,Slovenia,Other,VC,1.996361,2019
SVN,Slovenia,Other,VC,5.4784370000000004,2020
SVN,Slovenia,Other,VC,10.89826,2022
LTU,Lithuania,Other,VC,0.42,2017
LTU,Lithuania,Other,VC,1.959539,2018
LTU,Lithuania,Other,VC,5.513819,2019
LTU,Lithuania,Other,VC,3.462011,2020
LTU,Lithuania,Other,VC,4.298967,2021
LTU,Lithuania,Other,VC,3.677253,2023
GRC,Greece,Other,VC,0,2018
GRC,Greece,Other,VC,3.327388,2020
GRC,Greece,Other,VC,13.980292,2021
CHE,Switzerland,Other,VC,1.1,2015
CHE,Switzerland,Other,VC,7.88957,2020
MLT,Malta,Other,VC,5.578943,2020
BGR,Bulgaria,Other,VC,0.259106,2012
BGR,Bulgaria,Other,VC,0.35,2013
LVA,Latvia,Other,VC,0.485146,2019
